id,origem,nome_original,titulo_atlas,plano_original,regra_efetiva,etapa_principal,etapas_relacionadas,rota_sugerida,rota_detalhada,view_key,composicao,desktop,mobile,pagina_mapa,pagina_atlas,status,evidencia,decisao_relacionada
WEB-008,mapa original,SEO basico,Cómo aparece en buscadores,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,117,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-009,mapa original,Dominio personalizado,Conecta tu dominio,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,118,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-010,mapa original,Preview do site,Vista previa del sitio,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,119,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
WEB-011,mapa original,Publicacao do site,Publica tu web,Starter,Starter,E10,,/app/[orgSlug]/[locationSlug]/website,família; compor na E00,WEB-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,120,validado,"Gestão do site do restaurante. Guardar escreve no RASCUNHO e não toca na revisão publicada: são dois armazenamentos, e o aceite 1 é uma consequência da forma. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/painel.spec.ts, com sessão real emitida pela biblioteca de autenticação · provas provar-sites.sh a 0 falhas com 7 controlos negativos · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
PUB-001,mapa original,Home publica,La Societat 1927,Starter,Starter,E10,,/r/[publicLocationSlug]/[locale],sim,PUB-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,121,validado,"Site público do restaurante, servido pela porta publico_site — só o que está publicado, e sem por onde pedir o rascunho. O formulário de contacto guarda uma vez pela restrição única da base, e uma falha real NÃO mostra sucesso: só há um caminho para o ecrã de obrigado e ele passa pela gravação. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/sites-publicos.spec.ts · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
PUB-002,mapa original,Pagina Carta,Nuestra carta,Starter,Starter,E10,,/r/[publicLocationSlug]/[locale]/menu,sim,PUB-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,122,validado,"A carta pública do E09, agora também alcançável pela navegação do site. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/publico.spec.ts · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
PUB-003,mapa original,Pagina Reservar,Reserva tu mesa,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,sim,PUB-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,123,planejado,,
PUB-004,mapa original,Pagina Sobre,Una mesa para encontrarnos,Starter,Starter,E10,,/r/[publicLocationSlug]/[locale]/about,sim,PUB-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,9,124,validado,"Site público do restaurante, servido pela porta publico_site — só o que está publicado, e sem por onde pedir o rascunho. O formulário de contacto guarda uma vez pela restrição única da base, e uma falha real NÃO mostra sucesso: só há um caminho para o ecrã de obrigado e ele passa pela gravação. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/sites-publicos.spec.ts · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
PUB-005,mapa original,Pagina Contato,Te esperamos en Oropesa,Starter,Starter,E10,,/r/[publicLocationSlug]/[locale]/contact,sim,PUB-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,125,validado,"Site público do restaurante, servido pela porta publico_site — só o que está publicado, e sem por onde pedir o rascunho. O formulário de contacto guarda uma vez pela restrição única da base, e uma falha real NÃO mostra sucesso: só há um caminho para o ecrã de obrigado e ele passa pela gravação. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/sites-publicos.spec.ts · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
PUB-006,mapa original,Pagina Evento/Novidade,Una noche para compartir,Starter,Starter,E10,,/r/[publicLocationSlug]/[locale]/news/[postSlug],sim,PUB-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,126,validado,"Site público do restaurante, servido pela porta publico_site — só o que está publicado, e sem por onde pedir o rascunho. O formulário de contacto guarda uma vez pela restrição única da base, e uma falha real NÃO mostra sucesso: só há um caminho para o ecrã de obrigado e ele passa pela gravação. móvel medido no navegador a 360, 390, 768, 1280 e 1440 px: transbordo horizontal, elementos fora do ecrã, alvos de toque a 44 px e contraste WCAG. Toda a visita afirma o endereço final e um marcador da própria tela. · inspeccao/sites-publicos.spec.ts · VALIDADO 04/09 pelo sénior: provar-sites.sh 0 falhas, 11 passos, 8 controlos negativos — o catch largo, a regra preguiçosa e a porta que serve sem prova de controlo; e 254 casos de navegador corridos pelo revisor, não declarados",
RES-C-001,mapa original,Inicio da reserva,Reserva tu mesa,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,127,planejado,,
RES-C-002,mapa original,Horarios disponiveis,Elige tu hora,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-002,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,10,128,planejado,,
RES-C-003,mapa original,Dados do cliente,¿A nombre de quién?,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,129,planejado,,
RES-C-004,mapa original,Preferencias da reserva,Cuéntanos qué necesitas,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,130,planejado,,
RES-C-005,mapa original,Revisar reserva,Revisa tu reserva,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,131,planejado,,
RES-C-006,mapa original,Reserva confirmada,¡Mesa reservada!,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-006,estado de rota,obrigatório,obrigatório/adaptado à superfície,10,132,planejado,,
RES-C-007,mapa original,Gerir reserva,Tu reserva,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,133,planejado,,
RES-C-008,mapa original,Reserva sem disponibilidade,No hay mesa a esa hora,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-008,estado de rota,obrigatório,obrigatório/adaptado à superfície,10,134,planejado,,
RES-C-009,mapa original,Entrar na waitlist,Avísanos cuando haya sitio,Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,135,planejado,,
RES-C-010,mapa original,Status da waitlist,"Tu espera, a la vista",Restaurant,Restaurant,E19,,/r/[publicLocationSlug]/[locale]/reserve,família; compor na E00,RES-C-010,estado de rota,obrigatório,obrigatório/adaptado à superfície,10,136,planejado,,
RES-B-001,mapa original,Agenda do dia,Reservas de hoy,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,137,planejado,,
RES-B-002,mapa original,Calendario,Calendario de reservas,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,138,planejado,,
RES-B-003,mapa original,Timeline por horario,La ocupación por hora,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,139,planejado,,
RES-B-004,mapa original,Detalhe da reserva,Reserva R-0821,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,140,planejado,,
RES-B-005,mapa original,Criar reserva manual,Nueva reserva,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,141,planejado,,
RES-B-006,mapa original,Editar/mover reserva,Cambia la reserva,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,142,planejado,,
RES-B-007,mapa original,Check-in,El grupo ha llegado,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-007,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,10,143,planejado,,
RES-B-008,mapa original,Waitlist operacional,Lista de espera,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,144,planejado,,
RES-B-009,mapa original,Novo walk-in,Un grupo sin reserva,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,145,planejado,,
RES-B-010,mapa original,Mapa de mesas do host,El salón a la vista,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,146,planejado,,
RES-B-011,mapa original,Alocar/realocar mesa,Encuentra la mesa adecuada,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,147,planejado,,
RES-B-012,mapa original,Regras de disponibilidade,Cuándo aceptar reservas,Restaurant,Restaurant,E18,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,148,planejado,,
RES-B-013,mapa original,Capacidade por zona,Capacidad por zona,Restaurant,Restaurant,E18,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-013,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,149,planejado,,
RES-B-014,mapa original,Turnos de reserva,Turnos de reserva,Restaurant,Restaurant,E18,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-014,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,10,150,planejado,,
RES-B-015,mapa original,Bloqueios/excecoes,Bloqueos especiales,Restaurant,Restaurant,E18,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-015,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,151,planejado,,
RES-B-016,mapa original,Politicas de reserva,Política de reservas,Restaurant,Restaurant,E18,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-016,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,152,planejado,,
RES-B-017,mapa original,Templates de mensagens,Mensajes de reservas,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-017,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,153,planejado,,
RES-B-018,mapa original,Historico de mensagens,Mensajes enviados,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-018,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,154,planejado,,
RES-B-019,mapa original,Relatorio de reservas,Reservas en cifras,Restaurant,Restaurant,E19,,/app/[orgSlug]/[locationSlug]/reservations,família; compor na E00,RES-B-019,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,155,planejado,,
FLOOR-001,mapa original,Areas/zonas,Zonas del restaurante,Restaurant,Restaurant,E13,,/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,156,planejado,,
FLOOR-002,mapa original,Lista de mesas,Todas tus mesas,Restaurant,Restaurant,E13,,/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,157,planejado,,
FLOOR-003,mapa original,Editar mesa,Edita la mesa 07,Restaurant,Restaurant,E13,,/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,158,planejado,,
FLOOR-004,mapa original,Mapa logico de mesas,Organiza el espacio,Restaurant,Restaurant,E13,,/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,159,planejado,,
FLOOR-005,mapa original,Combinar mesas,Combinaciones de mesas,Restaurant,Restaurant,E13,,/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,160,planejado,,
FLOOR-006,mapa original,Status ao vivo,Mesas en tiempo real,Restaurant,Restaurant,E13,"E15,E19",/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,161,planejado,,
FLOOR-007,mapa original,Abrir mesa,Abre una nueva mesa,Restaurant,Restaurant,E13,,/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,162,planejado,,
FLOOR-008,mapa original,Detalhe da mesa ativa,Mesa 07 · Terraza,Restaurant,Restaurant,E13,"E14,E15,E22",/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,163,planejado,,
FLOOR-009,mapa original,Transferir mesa,Traslada la mesa,Restaurant,Restaurant,E13,,/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,164,planejado,,
FLOOR-010,mapa original,Juntar/separar mesas,Junta o separa cuentas,Pro,Pro,E22,,/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,165,planejado,,
FLOOR-011,mapa original,Encerrar mesa,Termina el servicio de la mesa,Restaurant,Restaurant,E13,"E15,E22",/app/[orgSlug]/[locationSlug]/floor,família; compor na E00,FLOOR-011,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,11,166,planejado,,D08; encerrar serviço difere de liquidar conta
STAFF-001,mapa original,Home do turno,"Tu turno, a la vista",Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,167,planejado,,
STAFF-002,mapa original,Selecionar area,¿En qué zona estás?,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,168,planejado,,
STAFF-003,mapa original,Mapa/lista de mesas,Tus mesas,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,169,planejado,,
STAFF-004,mapa original,Abrir mesa/pax,Nueva mesa,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,170,planejado,,
STAFF-005,mapa original,Mesa ativa,Mesa 07,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,11,171,planejado,,
STAFF-006,mapa original,Adicionar produtos,¿Qué vamos a servir?,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,172,planejado,,
STAFF-007,mapa original,Configurar item,Prepara el detalle del plato,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-007,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,173,planejado,,
STAFF-008,mapa original,Revisar comanda,Revisa antes de enviar,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,174,planejado,,
STAFF-009,mapa original,Enviar para producao,Cada artículo a su estación,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,175,planejado,,
STAFF-010,mapa original,Itens enviados,Pedido en marcha,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,176,planejado,,
STAFF-011,mapa original,Cursos/tempos,Sirve por tiempos,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-011,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,177,planejado,,
STAFF-012,mapa original,Notificacoes de pronto,Listo para llevar a la mesa,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-012,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,178,planejado,,
STAFF-013,mapa original,Solicitacoes do cliente,El cliente necesita algo,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-013,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,179,planejado,,
STAFF-014,mapa original,Mover/transferir mesa,Cambia de mesa,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-014,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,180,planejado,,
STAFF-015,mapa original,Transferir itens,Mueve artículos de cuenta,Pro,Pro,E22,,/staff/[locationId],família; compor na E00,STAFF-015,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,181,planejado,,
STAFF-016,mapa original,Desconto/cortesia,Solicita un descuento,Pro,Pro,E22,,/staff/[locationId],família; compor na E00,STAFF-016,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,182,planejado,,
STAFF-017,mapa original,Cancelar item,Cancela un artículo,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-017,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,12,183,planejado,,
STAFF-018,mapa original,Solicitar conta,Prepara la cuenta,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-018,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,12,184,planejado,,
STAFF-019,mapa original,Receber pagamento,Cobra la cuenta,Pro,Pro,E23,,/staff/[locationId],família; compor na E00,STAFF-019,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,185,planejado,,
STAFF-020,mapa original,Fechar mesa,Mesa cobrada,Pro,Pro,E22,,/staff/[locationId],família; compor na E00,STAFF-020,estado de rota,obrigatório,obrigatório/adaptado à superfície,12,186,planejado,,D08; encerrar serviço difere de liquidar conta
STAFF-021,mapa original,Pedidos para levar,Para llevar,Restaurant,Restaurant,E20,,/staff/[locationId],família; compor na E00,STAFF-021,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,187,planejado,,
STAFF-022,mapa original,Busca global rapida,Encuentra lo que necesitas,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-022,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,188,planejado,,
STAFF-023,mapa original,Perfil/turno,Tu perfil y tu turno,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-023,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,189,planejado,,
STAFF-024,mapa original,Modo offline/degradado,Conexión interrumpida,Restaurant,Restaurant,E15,,/staff/[locationId],família; compor na E00,STAFF-024,estado de rota,obrigatório,obrigatório/adaptado à superfície,12,190,planejado,,
ORD-001,mapa original,Fila geral de pedidos,Todos los pedidos,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,191,planejado,,
ORD-002,mapa original,Detalhe do pedido,Pedido #A104,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,192,planejado,,
ORD-003,mapa original,Criar pedido manual,Nuevo pedido manual,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,193,planejado,,
ORD-004,mapa original,Editar antes do envio,Edita el borrador,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,194,planejado,,
ORD-005,mapa original,Adicionar apos envio,Añade una nueva ronda,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,195,planejado,,
ORD-006,mapa original,Cancelar pedido/item,Cancela con contexto,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-006,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,12,196,planejado,,
ORD-007,mapa original,Reabrir/ajustar pedido,Reabre un pedido cerrado,Pro,Pro,E22,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-007,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,12,197,planejado,,
ORD-008,mapa original,Mover pedido,Mueve el pedido,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-008,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,12,198,planejado,,
ORD-009,mapa original,Historico de eventos,Historia de un pedido,Pro,Auditoria básica sempre; consulta avançada conforme plano,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-009,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,199,planejado,,D07
ORD-010,mapa original,Pedidos problemáticos,Pedidos que necesitan atención,Restaurant,Restaurant,E14,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-010,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,200,planejado,,
ORD-011,mapa original,Reprocessar evento,Reintenta de forma segura,Pro,Pro,E32,,/app/[orgSlug]/[locationSlug]/orders,família; compor na E00,ORD-011,diálogo/painel ou etapa do fluxo,obrigatório,obrigatório/adaptado à superfície,13,201,planejado,,
KDS-001,mapa original,Selecionar estacao,Tu estación de trabajo,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-001,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,202,planejado,,
KDS-002,mapa original,Fila principal,Cocina caliente,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-002,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,203,planejado,,
KDS-003,mapa original,Ticket expandido,Mesa 07 · Ticket A104,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-003,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,204,planejado,,
KDS-004,mapa original,Iniciar preparacao,Empieza la preparación,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-004,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,205,planejado,,
KDS-005,mapa original,Marcar pronto,Todo listo en cocina,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-005,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,206,planejado,,
KDS-006,mapa original,Hold/pausar,Mantén el siguiente pase,Restaurant,Restaurant,E16,,/kds/[locationId]/[stationId],família; compor na E00,KDS-006,página/painel a compor,obrigatório,obrigatório/adaptado à superfície,13,207,planejado,,
